Source	Target	Species	Target Score	Target Description	SourceType	TargetType	TargetDegree	MultipleSpecies
miR-15b-5p	Unc80	Mouse	98	unc-80, NALCN activator	miRNA	mRNA	1	2
miR-15b-5p	Rfx3	Mouse	98	regulatory factor X, 3 (influences HLA class II expression)	miRNA	mRNA	2	2
miR-15b-5p	Nectin1	Mouse	98	nectin cell adhesion molecule 1	miRNA	mRNA	1	3
miR-15b-5p	Kdsr	Mouse	98	3-ketodihydrosphingosine reductase	miRNA	mRNA	1	3
miR-15b-5p	Phf19	Mouse	98	PHD finger protein 19	miRNA	mRNA	1	3
miR-15b-5p	Dcaf7	Mouse	98	DDB1 and CUL4 associated factor 7	miRNA	mRNA	2	3
miR-15b-5p	Pacsin2	Mouse	98	protein kinase C and casein kinase substrate in neurons 2	miRNA	mRNA	1	1
miR-15b-5p	N4bp1	Mouse	98	NEDD4 binding protein 1	miRNA	mRNA	1	3
miR-15b-5p	Tmem74b	Mouse	98	transmembrane protein 74B	miRNA	mRNA	1	1
miR-15b-5p	Kcnj2	Mouse	98	potassium inwardly-rectifying channel, subfamily J, member 2	miRNA	mRNA	1	2
miR-15b-5p	Ccnd2	Mouse	98	cyclin D2	miRNA	mRNA	1	2
miR-15b-5p	Btrc	Mouse	98	beta-transducin repeat containing protein	miRNA	mRNA	1	2
miR-15b-5p	Kif5c	Mouse	98	kinesin family member 5C	miRNA	mRNA	1	2
miR-15b-5p	Arih1	Mouse	98	ariadne RBR E3 ubiquitin protein ligase 1	miRNA	mRNA	1	2
miR-199a-3p	Nid2	Mouse	98	nidogen 2	miRNA	mRNA	1	2
miR-1b-3p	Pcdhgb7	Mouse	98	protocadherin gamma subfamily B, 7	miRNA	mRNA	1	1
miR-1b-3p	Pcdhgc5	Mouse	98	protocadherin gamma subfamily C, 5	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga8	Mouse	98	protocadherin gamma subfamily A, 8	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga11	Mouse	98	protocadherin gamma subfamily A, 11	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga10	Mouse	98	protocadherin gamma subfamily A, 10	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga7	Mouse	98	protocadherin gamma subfamily A, 7	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga3	Mouse	98	protocadherin gamma subfamily A, 3	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga2	Mouse	98	protocadherin gamma subfamily A, 2	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga1	Mouse	98	protocadherin gamma subfamily A, 1	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga9	Mouse	98	protocadherin gamma subfamily A, 9	miRNA	mRNA	1	1
miR-1b-3p	Pcdhgb8	Mouse	98	protocadherin gamma subfamily B, 8	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga12	Mouse	98	protocadherin gamma subfamily A, 12	miRNA	mRNA	1	1
miR-1b-3p	Pcdhga5	Mouse	98	protocadherin gamma subfamily A, 5	miRNA	mRNA	1	1
miR-1b-3p	Pcdhgc3	Mouse	98	protocadherin gamma subfamily C, 3	miRNA	mRNA	1	1
miR-1b-3p	Tspan3	Mouse	98	tetraspanin 3	miRNA	mRNA	2	1
miR-1b-5p	Pds5b	Mouse	98	PDS5 cohesin associated factor B	miRNA	mRNA	1	1
miR-1b-5p	Ms4a4b	Mouse	98	membrane-spanning 4-domains, subfamily A, member 4B	miRNA	mRNA	1	1
miR-1b-5p	Rab11a	Mouse	98	RAB11A, member RAS oncogene family	miRNA	mRNA	1	1
miR-214-3p	Naa15	Mouse	98	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	miRNA	mRNA	1	3
miR-214-3p	Il17rd	Mouse	98	interleukin 17 receptor D	miRNA	mRNA	1	2
miR-214-3p	Sall4	Mouse	98	spalt like transcription factor 4	miRNA	mRNA	2	2
miR-214-3p	Stx8	Mouse	98	syntaxin 8	miRNA	mRNA	1	1
miR-214-3p	Sema4d	Mouse	98	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	miRNA	mRNA	1	2
miR-214-3p	Slc8a1	Mouse	98	solute carrier family 8 (sodium/calcium exchanger), member 1	miRNA	mRNA	1	3
miR-29c-3p	Sparc	Mouse	98	secreted acidic cysteine rich glycoprotein	miRNA	mRNA	1	2
miR-29c-3p	Zdhhc21	Mouse	98	zinc finger, DHHC domain containing 21	miRNA	mRNA	1	1
miR-29c-3p	Brwd3	Mouse	98	bromodomain and WD repeat domain containing 3	miRNA	mRNA	1	2
miR-29c-3p	Zfp346	Mouse	98	zinc finger protein 346	miRNA	mRNA	1	1
miR-29c-3p	Dnmt3a	Mouse	98	DNA methyltransferase 3A	miRNA	mRNA	1	2
miR-29c-3p	Purg	Mouse	98	purine-rich element binding protein G	miRNA	mRNA	1	2
miR-29c-3p	Tet1	Mouse	98	tet methylcytosine dioxygenase 1	miRNA	mRNA	1	2
miR-29c-3p	Col7a1	Mouse	98	collagen, type VII, alpha 1	miRNA	mRNA	1	2
miR-29c-3p	Zbtb5	Mouse	98	zinc finger and BTB domain containing 5	miRNA	mRNA	1	2
miR-320-3p	Spopl	Mouse	98	speckle-type POZ protein-like	miRNA	mRNA	1	2
miR-320-3p	Ppm1b	Mouse	98	protein phosphatase 1B, magnesium dependent, beta isoform	miRNA	mRNA	1	1
miR-320-3p	Ap3m1	Mouse	98	adaptor-related protein complex 3, mu 1 subunit	miRNA	mRNA	1	1
miR-320-3p	Fgd4	Mouse	98	FYVE, RhoGEF and PH domain containing 4	miRNA	mRNA	1	1
miR-320-3p	Pcdh19	Mouse	98	protocadherin 19	miRNA	mRNA	1	1
miR-320-3p	Mindy2	Mouse	98	MINDY lysine 48 deubiquitinase 2	miRNA	mRNA	1	1
miR-320-3p	Kdm7a	Mouse	98	lysine (K)-specific demethylase 7A	miRNA	mRNA	2	1
miR-140-3p	Zfp970	Mouse	97	zinc finger protein 970	miRNA	mRNA	1	1
miR-15b-5p	Ccne1	Mouse	97	cyclin E1	miRNA	mRNA	1	3
miR-15b-5p	Actr2	Mouse	97	ARP2 actin-related protein 2	miRNA	mRNA	1	2
miR-15b-5p	Wee1	Mouse	97	WEE 1 homolog 1 (S. pombe)	miRNA	mRNA	1	3
miR-15b-5p	Tll1	Mouse	97	tolloid-like	miRNA	mRNA	2	3
miR-15b-5p	Apln	Mouse	97	apelin	miRNA	mRNA	1	2
miR-15b-5p	Zbtb39	Mouse	97	zinc finger and BTB domain containing 39	miRNA	mRNA	1	3
miR-15b-5p	Nup50	Mouse	97	nucleoporin 50	miRNA	mRNA	1	3
miR-15b-5p	Ube4b	Mouse	97	ubiquitination factor E4B	miRNA	mRNA	1	3
miR-15b-5p	Usp31	Mouse	97	ubiquitin specific peptidase 31	miRNA	mRNA	1	2
miR-15b-5p	Prkar2a	Mouse	97	protein kinase, cAMP dependent regulatory, type II alpha	miRNA	mRNA	1	1
miR-15b-5p	Cdk17	Mouse	97	cyclin-dependent kinase 17	miRNA	mRNA	2	3
miR-15b-5p	Adgrl1	Mouse	97	adhesion G protein-coupled receptor L1	miRNA	mRNA	1	2
miR-193b-3p	Dcaf7	Mouse	97	DDB1 and CUL4 associated factor 7	miRNA	mRNA	2	3
miR-199a-3p	Pak4	Mouse	97	p21 (RAC1) activated kinase 4	miRNA	mRNA	1	3
miR-199a-3p	Taok1	Mouse	97	TAO kinase 1	miRNA	mRNA	1	2
miR-199a-3p	Lin28b	Mouse	97	lin-28 homolog B (C. elegans)	miRNA	mRNA	1	2
miR-199a-3p	Ankrd44	Mouse	97	ankyrin repeat domain 44	miRNA	mRNA	1	1
miR-199a-3p	Pnrc1	Mouse	97	proline-rich nuclear receptor coactivator 1	miRNA	mRNA	1	2
miR-1b-3p	Aldh3a2	Mouse	97	aldehyde dehydrogenase family 3, subfamily A2	miRNA	mRNA	1	1
miR-1b-5p	Mis18a	Mouse	97	MIS18 kinetochore protein A	miRNA	mRNA	1	1
miR-1b-5p	Mei4	Mouse	97	meiotic double-stranded break formation protein 4	miRNA	mRNA	1	1
miR-1b-5p	Psmc6	Mouse	97	proteasome (prosome, macropain) 26S subunit, ATPase, 6	miRNA	mRNA	1	1
miR-1b-5p	Tnrc6c	Mouse	97	trinucleotide repeat containing 6C	miRNA	mRNA	1	1
miR-1b-5p	Tubgcp5	Mouse	97	tubulin, gamma complex associated protein 5	miRNA	mRNA	1	1
miR-1b-5p	Riok3	Mouse	97	RIO kinase 3	miRNA	mRNA	1	1
miR-214-3p	Rubcn	Mouse	97	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	miRNA	mRNA	1	2
miR-214-3p	Kbtbd2	Mouse	97	kelch repeat and BTB (POZ) domain containing 2	miRNA	mRNA	2	2
miR-214-3p	Ammecr1l	Mouse	97	AMME chromosomal region gene 1-like	miRNA	mRNA	1	3
miR-214-5p	Ube2k	Mouse	97	ubiquitin-conjugating enzyme E2K	miRNA	mRNA	1	1
miR-29c-3p	Pcdha11	Mouse	97	protocadherin alpha 11	miRNA	mRNA	2	2
miR-29c-3p	Pcdhac1	Mouse	97	protocadherin alpha subfamily C, 1	miRNA	mRNA	2	2
miR-29c-3p	Ifi30	Mouse	97	interferon gamma inducible protein 30	miRNA	mRNA	1	2
miR-29c-3p	Col2a1	Mouse	97	collagen, type II, alpha 1	miRNA	mRNA	1	2
miR-29c-3p	D630045J12Rik	Mouse	97	RIKEN cDNA D630045J12 gene	miRNA	mRNA	1	1
miR-29c-3p	Col19a1	Mouse	97	collagen, type XIX, alpha 1	miRNA	mRNA	1	2
miR-29c-3p	Pcdha2	Mouse	97	protocadherin alpha 2	miRNA	mRNA	2	2
miR-29c-3p	Adamts18	Mouse	97	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	miRNA	mRNA	1	1
miR-29c-3p	Pcdha7	Mouse	97	protocadherin alpha 7	miRNA	mRNA	2	2
miR-29c-3p	C1qtnf6	Mouse	97	C1q and tumor necrosis factor related protein 6	miRNA	mRNA	1	2
miR-29c-3p	Col4a1	Mouse	97	collagen, type IV, alpha 1	miRNA	mRNA	1	2
miR-29c-3p	Rab30	Mouse	97	RAB30, member RAS oncogene family	miRNA	mRNA	1	2
miR-29c-3p	Pcdhac2	Mouse	97	protocadherin alpha subfamily C, 2	miRNA	mRNA	2	2
miR-29c-3p	Pcdha3	Mouse	97	protocadherin alpha 3	miRNA	mRNA	2	2
miR-29c-3p	Pcdha4	Mouse	97	protocadherin alpha 4	miRNA	mRNA	2	3
miR-29c-3p	1810013L24Rik	Mouse	97	RIKEN cDNA 1810013L24 gene	miRNA	mRNA	2	1
miR-29c-3p	Pcdha5	Mouse	97	protocadherin alpha 5	miRNA	mRNA	2	2
miR-29c-3p	Pcdha6	Mouse	97	protocadherin alpha 6	miRNA	mRNA	2	2
miR-29c-3p	Rest	Mouse	97	RE1-silencing transcription factor	miRNA	mRNA	1	2
miR-29c-3p	Zbtb34	Mouse	97	zinc finger and BTB domain containing 34	miRNA	mRNA	2	2
miR-29c-3p	Pcdha10	Mouse	97	protocadherin alpha 10	miRNA	mRNA	2	2
miR-29c-3p	Pcdha1	Mouse	97	protocadherin alpha 1	miRNA	mRNA	2	2
miR-29c-3p	Pcdha12	Mouse	97	protocadherin alpha 12	miRNA	mRNA	2	2
miR-29c-3p	Igf1	Mouse	97	insulin-like growth factor 1	miRNA	mRNA	2	2
miR-29c-3p	Pcdha9	Mouse	97	protocadherin alpha 9	miRNA	mRNA	2	2
miR-320-3p	Tmem255a	Mouse	97	transmembrane protein 255A	miRNA	mRNA	1	1
miR-320-3p	Pbx3	Mouse	97	pre B cell leukemia homeobox 3	miRNA	mRNA	1	2
miR-320-3p	Gxylt1	Mouse	97	glucoside xylosyltransferase 1	miRNA	mRNA	1	2
miR-320-3p	Plppr1	Mouse	97	phospholipid phosphatase related 1	miRNA	mRNA	1	1
miR-499-5p	Sos2	Mouse	97	SOS Ras/Rho guanine nucleotide exchange factor 2	miRNA	mRNA	1	3
miR-499-5p	Ube2v2	Mouse	97	ubiquitin-conjugating enzyme E2 variant 2	miRNA	mRNA	1	2
miR-499-5p	Ikzf2	Mouse	97	IKAROS family zinc finger 2	miRNA	mRNA	1	1
miR-140-3p	2210418O10Rik	Mouse	96	RIKEN cDNA 2210418O10 gene	miRNA	mRNA	1	1
miR-140-3p	Olig3	Mouse	96	oligodendrocyte transcription factor 3	miRNA	mRNA	1	1
miR-140-3p	Gm13128	Mouse	96	predicted gene 13128	miRNA	mRNA	1	1
miR-140-3p	Stag2	Mouse	96	stromal antigen 2	miRNA	mRNA	2	2
miR-140-3p	Pramef17	Mouse	96	PRAME family member 17	miRNA	mRNA	1	1
miR-140-3p	Ythdf1	Mouse	96	YTH N6-methyladenosine RNA binding protein 1	miRNA	mRNA	1	2
miR-140-3p	Tmem159	Mouse	96	transmembrane protein 159	miRNA	mRNA	1	2
miR-15b-5p	Cyp26b1	Mouse	96	cytochrome P450, family 26, subfamily b, polypeptide 1	miRNA	mRNA	1	2
miR-15b-5p	Dnajc16	Mouse	96	DnaJ heat shock protein family (Hsp40) member C16	miRNA	mRNA	1	1
miR-15b-5p	Kl	Mouse	96	klotho	miRNA	mRNA	1	1
miR-15b-5p	Ywhah	Mouse	96	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	miRNA	mRNA	2	2
miR-15b-5p	Abtb2	Mouse	96	ankyrin repeat and BTB (POZ) domain containing 2	miRNA	mRNA	1	1
miR-15b-5p	Zfp367	Mouse	96	zinc finger protein 367	miRNA	mRNA	1	1
miR-15b-5p	Trabd2b	Mouse	96	TraB domain containing 2B	miRNA	mRNA	1	2
miR-15b-5p	Crebrf	Mouse	96	CREB3 regulatory factor	miRNA	mRNA	1	2
miR-15b-5p	Cpd	Mouse	96	carboxypeptidase D	miRNA	mRNA	2	1
miR-15b-5p	Cacul1	Mouse	96	CDK2 associated, cullin domain 1	miRNA	mRNA	1	3
miR-15b-5p	Cnot6l	Mouse	96	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA	4	2
miR-15b-5p	Pip4p2	Mouse	96	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	miRNA	mRNA	1	2
miR-15b-5p	Spryd3	Mouse	96	SPRY domain containing 3	miRNA	mRNA	1	2
miR-15b-5p	Sema3a	Mouse	96	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	miRNA	mRNA	2	2
miR-15b-5p	Pth	Mouse	96	parathyroid hormone	miRNA	mRNA	1	3
miR-15b-5p	Smad7	Mouse	96	SMAD family member 7	miRNA	mRNA	1	3
miR-15b-5p	Il7r	Mouse	96	interleukin 7 receptor	miRNA	mRNA	1	1
miR-15b-5p	Ano3	Mouse	96	anoctamin 3	miRNA	mRNA	1	2
miR-15b-5p	Srpr	Mouse	96	signal recognition particle receptor ('docking protein')	miRNA	mRNA	1	1
miR-15b-5p	Erlin2	Mouse	96	ER lipid raft associated 2	miRNA	mRNA	2	2
miR-15b-5p	Ippk	Mouse	96	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	miRNA	mRNA	1	2
miR-15b-5p	Mfn2	Mouse	96	mitofusin 2	miRNA	mRNA	1	2
miR-15b-5p	Zcchc3	Mouse	96	zinc finger, CCHC domain containing 3	miRNA	mRNA	1	2
miR-15b-5p	Dclk1	Mouse	96	doublecortin-like kinase 1	miRNA	mRNA	1	3
miR-15b-5p	Hmga1	Mouse	96	high mobility group AT-hook 1	miRNA	mRNA	1	1
miR-15b-5p	Bicd1	Mouse	96	BICD cargo adaptor 1	miRNA	mRNA	1	2
miR-15b-5p	Higd1a	Mouse	96	HIG1 domain family, member 1A	miRNA	mRNA	1	2
miR-15b-5p	Wnt7a	Mouse	96	wingless-type MMTV integration site family, member 7A	miRNA	mRNA	1	2
miR-15b-5p	Crebl2	Mouse	96	cAMP responsive element binding protein-like 2	miRNA	mRNA	1	1
miR-193b-3p	Kit	Mouse	96	KIT proto-oncogene receptor tyrosine kinase	miRNA	mRNA	1	1
miR-193b-3p	Mapk10	Mouse	96	mitogen-activated protein kinase 10	miRNA	mRNA	1	2
miR-199a-3p	Serpine2	Mouse	96	serine (or cysteine) peptidase inhibitor, clade E, member 2	miRNA	mRNA	1	3
miR-199a-3p	Sh3glb1	Mouse	96	SH3-domain GRB2-like B1 (endophilin)	miRNA	mRNA	1	1
miR-199a-3p	Rb1	Mouse	96	RB transcriptional corepressor 1	miRNA	mRNA	1	3
miR-199a-3p	Tmem62	Mouse	96	transmembrane protein 62	miRNA	mRNA	1	1
miR-199a-3p	Bcar3	Mouse	96	breast cancer anti-estrogen resistance 3	miRNA	mRNA	1	3
miR-199a-3p	Rfx3	Mouse	96	regulatory factor X, 3 (influences HLA class II expression)	miRNA	mRNA	2	2
miR-1b-3p	Peg10	Mouse	96	paternally expressed 10	miRNA	mRNA	1	1
miR-1b-3p	Tent5c	Mouse	96	terminal nucleotidyltransferase 5C	miRNA	mRNA	1	1
miR-1b-5p	Birc6	Mouse	96	baculoviral IAP repeat-containing 6	miRNA	mRNA	1	1
miR-1b-5p	Sox9	Mouse	96	SRY (sex determining region Y)-box 9	miRNA	mRNA	1	1
miR-214-3p	Creb1	Mouse	96	cAMP responsive element binding protein 1	miRNA	mRNA	1	1
miR-214-3p	Tmem161b	Mouse	96	transmembrane protein 161B	miRNA	mRNA	1	1
miR-214-3p	Fgfr1	Mouse	96	fibroblast growth factor receptor 1	miRNA	mRNA	1	2
miR-214-3p	Mlxip	Mouse	96	MLX interacting protein	miRNA	mRNA	1	2
miR-214-3p	Zfand3	Mouse	96	zinc finger, AN1-type domain 3	miRNA	mRNA	1	3
miR-214-3p	Fbln5	Mouse	96	fibulin 5	miRNA	mRNA	1	2
miR-214-3p	Rexo2	Mouse	96	RNA exonuclease 2	miRNA	mRNA	1	1
miR-214-3p	Rapgefl1	Mouse	96	Rap guanine nucleotide exchange factor (GEF)-like 1	miRNA	mRNA	2	2
miR-214-5p	Nxf1	Mouse	96	nuclear RNA export factor 1	miRNA	mRNA	1	2
miR-214-5p	Trib1	Mouse	96	tribbles pseudokinase 1	miRNA	mRNA	1	1
miR-29c-3p	Zfp282	Mouse	96	zinc finger protein 282	miRNA	mRNA	1	1
miR-29c-3p	Rnd3	Mouse	96	Rho family GTPase 3	miRNA	mRNA	1	2
miR-29c-3p	Atp1b4	Mouse	96	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	miRNA	mRNA	2	2
miR-29c-3p	Lif	Mouse	96	leukemia inhibitory factor	miRNA	mRNA	1	2
miR-29c-3p	Ppic	Mouse	96	peptidylprolyl isomerase C	miRNA	mRNA	1	2
miR-29c-3p	Trib2	Mouse	96	tribbles pseudokinase 2	miRNA	mRNA	1	2
miR-29c-3p	Hbp1	Mouse	96	high mobility group box transcription factor 1	miRNA	mRNA	1	2
miR-29c-3p	Slc25a3	Mouse	96	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	miRNA	mRNA	1	1
miR-29c-3p	Taf5	Mouse	96	TATA-box binding protein associated factor 5	miRNA	mRNA	1	2
miR-29c-3p	Dio2	Mouse	96	deiodinase, iodothyronine, type II	miRNA	mRNA	1	2
miR-29c-3p	Adamts9	Mouse	96	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	miRNA	mRNA	1	2
miR-29c-3p	Dgkd	Mouse	96	diacylglycerol kinase, delta	miRNA	mRNA	1	2
miR-29c-3p	Tll1	Mouse	96	tolloid-like	miRNA	mRNA	2	3
miR-29c-3p	Kmt5c	Mouse	96	lysine methyltransferase 5C	miRNA	mRNA	1	2
miR-29c-3p	Kdm5b	Mouse	96	lysine (K)-specific demethylase 5B	miRNA	mRNA	1	2
miR-29c-3p	Robo1	Mouse	96	roundabout guidance receptor 1	miRNA	mRNA	1	2
miR-29c-3p	Stard8	Mouse	96	START domain containing 8	miRNA	mRNA	1	1
miR-29c-3p	Nsd1	Mouse	96	nuclear receptor-binding SET-domain protein 1	miRNA	mRNA	1	2
miR-29c-3p	Igsf9b	Mouse	96	immunoglobulin superfamily, member 9B	miRNA	mRNA	1	1
miR-29c-3p	Traf4	Mouse	96	TNF receptor associated factor 4	miRNA	mRNA	1	2
miR-29c-3p	Chsy1	Mouse	96	chondroitin sulfate synthase 1	miRNA	mRNA	1	2
miR-29c-3p	Clock	Mouse	96	circadian locomotor output cycles kaput	miRNA	mRNA	1	2
miR-29c-3p	Dusp2	Mouse	96	dual specificity phosphatase 2	miRNA	mRNA	1	1
miR-29c-3p	Bach2	Mouse	96	BTB and CNC homology, basic leucine zipper transcription factor 2	miRNA	mRNA	1	1
miR-29c-3p	Cdk6	Mouse	96	cyclin-dependent kinase 6	miRNA	mRNA	1	2
miR-320-3p	Smurf2	Mouse	96	SMAD specific E3 ubiquitin protein ligase 2	miRNA	mRNA	2	1
miR-320-3p	Cpd	Mouse	96	carboxypeptidase D	miRNA	mRNA	2	1
miR-320-3p	Ctbs	Mouse	96	chitobiase	miRNA	mRNA	1	1
miR-320-3p	Zfp512	Mouse	96	zinc finger protein 512	miRNA	mRNA	1	1
miR-320-3p	Dcc	Mouse	96	deleted in colorectal carcinoma	miRNA	mRNA	1	1
miR-320-3p	Pbx1	Mouse	96	pre B cell leukemia homeobox 1	miRNA	mRNA	1	1
miR-320-3p	Cnot6l	Mouse	96	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA	4	2
miR-499-5p	Vav3	Mouse	96	vav 3 oncogene	miRNA	mRNA	1	2
miR-499-5p	Rcn2	Mouse	96	reticulocalbin 2	miRNA	mRNA	1	2
miR-499-5p	Nat1	Mouse	96	N-acetyl transferase 1	miRNA	mRNA	1	1
